P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
141502,cornflower moccasin yellow floral misty,Manufacturer#4,Brand#41,ECONOMY BRUSHED TIN,26,SM BAG,1543.5,deposits. s
141542,dim slate olive misty maroon,Manufacturer#3,Brand#31,MEDIUM ANODIZED NICKEL,29,MED CASE,1583.54,le. fox
141721,smoke lawn chocolate sienna maroon,Manufacturer#2,Brand#21,STANDARD POLISHED TIN,4,LG PKG,1762.72,efully special acc
141742,burlywood cornflower lawn hot pale,Manufacturer#1,Brand#13,MEDIUM PLATED TIN,22,JUMBO JAR,1783.74,unts wake silen
141763,cornflower linen pale medium moccasin,Manufacturer#1,Brand#14,PROMO POLISHED STEEL,7,SM DRUM,1804.76,depos
141864,chartreuse honeydew cornflower navajo snow,Manufacturer#3,Brand#34,STANDARD PLATED STEEL,49,SM BAG,1905.86,al pin
141941,lime powder puff white peru,Manufacturer#1,Brand#11,PROMO ANODIZED STEEL,21,WRAP DRUM,1982.94,the furiously regu
142150,spring saddle misty orchid bisque,Manufacturer#5,Brand#52,SMALL BURNISHED BRASS,40,WRAP BAG,1192.15,refully quick 
142284,red cornsilk lime cornflower peach,Manufacturer#4,Brand#45,ECONOMY PLATED TIN,7,LG DRUM,1326.28,re. slyly spe
142390,lavender khaki blue tomato antique,Manufacturer#1,Brand#13,SMALL POLISHED BRASS,4,LG PKG,1432.39, integrate. 
142426,sienna puff drab gainsboro plum,Manufacturer#2,Brand#21,STANDARD BRUSHED COPPER,27,LG PKG,1468.42,carefully final accou
142786,aquamarine snow red linen yellow,Manufacturer#1,Brand#15,MEDIUM BURNISHED NICKEL,48,WRAP PACK,1828.78,nal ideas. ironic depo
142814,magenta salmon sky plum snow,Manufacturer#5,Brand#53,ECONOMY ANODIZED TIN,24,LG PKG,1856.81,y pending accoun
142897,blanched medium tan sky chartreuse,Manufacturer#1,Brand#15,MEDIUM PLATED BRASS,32,WRAP BOX,1939.89,hely quick depen
142990,moccasin almond grey blanched navajo,Manufacturer#2,Brand#25,SMALL BRUSHED STEEL,33,SM BAG,2032.99,e thin
143044,medium olive lace peru aquamarine,Manufacturer#3,Brand#35,ECONOMY POLISHED BRASS,23,MED PACK,1087.04,oxes. spe
143090,peach azure hot lace light,Manufacturer#1,Brand#13,STANDARD PLATED NICKEL,29,LG PACK,1133.09,penden
143144,hot misty chartreuse powder papaya,Manufacturer#1,Brand#12,SMALL PLATED COPPER,15,WRAP JAR,1187.14,ounts 
143259,khaki seashell pink medium mint,Manufacturer#1,Brand#15,PROMO BRUSHED COPPER,29,WRAP JAR,1302.25,ly final account
143269,burnished sienna violet lime wheat,Manufacturer#4,Brand#44,LARGE PLATED STEEL,27,LG PACK,1312.26,ual deposits haggle 
143434,bisque blue royal rosy lemon,Manufacturer#4,Brand#43,LARGE PLATED TIN,9,JUMBO PKG,1477.43,fy deposits dazzle b
143584,thistle turquoise hot linen chiffon,Manufacturer#2,Brand#24,PROMO PLATED STEEL,22,SM JAR,1627.58,uests. pinto beans w
143681,firebrick almond brown linen indian,Manufacturer#1,Brand#14,STANDARD ANODIZED NICKEL,20,WRAP PACK,1724.68,furiously unusual de
143785,sandy black almond rosy dim,Manufacturer#2,Brand#25,PROMO POLISHED NICKEL,41,SM BOX,1828.78,ar ideas.
143907,turquoise light coral ghost peach,Manufacturer#1,Brand#14,STANDARD BRUSHED STEEL,48,MED DRUM,1950.9,ites 
144032,lawn beige hot chocolate burnished,Manufacturer#1,Brand#12,SMALL ANODIZED STEEL,24,JUMBO CASE,1076.03," regular, regular "
144089,floral chiffon orchid light tomato,Manufacturer#4,Brand#41,MEDIUM BRUSHED NICKEL,4,MED PACK,1133.08,ideas
144194,goldenrod maroon pale blue magenta,Manufacturer#3,Brand#34,ECONOMY POLISHED STEEL,18,SM CAN,1238.19,s haggl
144280,goldenrod lace cyan lavender puff,Manufacturer#4,Brand#42,STANDARD BRUSHED NICKEL,21,MED PKG,1324.28,shall ha
144370,navy steel sky ghost thistle,Manufacturer#1,Brand#15,MEDIUM ANODIZED TIN,21,JUMBO PKG,1414.37, accounts cajol
144435,orchid peru saddle chiffon brown,Manufacturer#1,Brand#11,LARGE ANODIZED COPPER,42,WRAP PACK,1479.43,o beans boost furiousl
144624,puff coral green peach midnight,Manufacturer#1,Brand#12,SMALL BRUSHED COPPER,20,MED BOX,1668.62,slyly 
144736,burlywood magenta lime deep hot,Manufacturer#1,Brand#12,MEDIUM BRUSHED NICKEL,27,LG CASE,1780.73,ages ab
144880,frosted olive cornsilk rose navajo,Manufacturer#2,Brand#21,PROMO BRUSHED COPPER,47,MED DRUM,1924.88,lent deposits. f
144900,tan drab sandy linen coral,Manufacturer#3,Brand#33,PROMO ANODIZED NICKEL,10,WRAP JAR,1944.9,ake against the 
144930,green yellow ghost antique lace,Manufacturer#5,Brand#53,SMALL POLISHED STEEL,40,MED CAN,1974.93,hely 
145136,red indian pink seashell steel,Manufacturer#4,Brand#42,PROMO BURNISHED BRASS,34,WRAP BOX,1181.13,ove the spec
145172,cyan slate forest white magenta,Manufacturer#5,Brand#51,LARGE POLISHED STEEL,3,MED DRUM,1217.17,thely ironic account
145189,sky royal dim mint moccasin,Manufacturer#1,Brand#14,MEDIUM ANODIZED NICKEL,5,WRAP BOX,1234.18,n patterns? depen
145311,forest olive smoke grey pale,Manufacturer#4,Brand#42,LARGE BURNISHED NICKEL,33,WRAP CAN,1356.31,foxes nag caref
145424,peru salmon lawn khaki blue,Manufacturer#4,Brand#41,ECONOMY POLISHED TIN,25,SM PACK,1469.42,ial requests 
145498,lime spring papaya mint lavender,Manufacturer#3,Brand#32,LARGE BURNISHED COPPER,43,MED BOX,1543.49,nal req
145533,cornsilk navajo hot cyan orchid,Manufacturer#3,Brand#32,PROMO POLISHED TIN,1,WRAP PKG,1578.53,ar excuses sleep 
145548,papaya orchid mint cream misty,Manufacturer#2,Brand#21,SMALL ANODIZED BRASS,21,WRAP CAN,1593.54,al instructions hag
145578,orchid sandy firebrick lawn cyan,Manufacturer#4,Brand#44,PROMO BRUSHED BRASS,50,MED JAR,1623.57,lly final deposits. a
145660,sky pink olive rose chartreuse,Manufacturer#3,Brand#33,LARGE ANODIZED STEEL,16,SM BOX,1705.66,furiou
145875,thistle sienna puff moccasin peach,Manufacturer#2,Brand#22,LARGE POLISHED BRASS,1,JUMBO BOX,1920.87,y final r
146111,grey papaya blanched puff white,Manufacturer#2,Brand#24,MEDIUM BURNISHED COPPER,15,LG JAR,1157.11,y daringly special pi
146241,salmon hot peru smoke goldenrod,Manufacturer#2,Brand#22,MEDIUM ANODIZED TIN,22,WRAP CAN,1287.24,unts use furiously qu
146283,floral steel antique midnight dark,Manufacturer#4,Brand#44,LARGE ANODIZED NICKEL,39,JUMBO JAR,1329.28,oss the finall
146483,goldenrod rose khaki blanched antique,Manufacturer#1,Brand#12,LARGE ANODIZED COPPER,14,JUMBO PKG,1529.48,"r the unusual, iro"
146864,rosy yellow orange lavender navy,Manufacturer#2,Brand#21,PROMO BURNISHED NICKEL,47,JUMBO CASE,1910.86,ar sheaves haggle b
146901,plum blanched coral drab dim,Manufacturer#4,Brand#45,LARGE BURNISHED STEEL,5,JUMBO CASE,1947.9,ve the fina
147050,navajo dodger steel red maroon,Manufacturer#1,Brand#11,ECONOMY PLATED STEEL,15,MED PACK,1097.05,nusual de
147127,magenta bisque burlywood linen steel,Manufacturer#1,Brand#14,STANDARD ANODIZED STEEL,8,LG JAR,1174.12,s. ironi
147163,blanched moccasin spring cornsilk forest,Manufacturer#4,Brand#45,STANDARD BRUSHED STEEL,49,MED JAR,1210.16, unusual pin
147223,spring sienna papaya orange sandy,Manufacturer#1,Brand#11,SMALL PLATED COPPER,26,WRAP JAR,1270.22, bold orbits nag 
147262,moccasin floral purple orange metallic,Manufacturer#1,Brand#14,PROMO BURNISHED STEEL,8,WRAP DRUM,1309.26,t the courts-- sly
147345,navy frosted pink red khaki,Manufacturer#3,Brand#31,STANDARD POLISHED TIN,42,JUMBO PACK,1392.34, final instructions.
147430,pink misty black powder grey,Manufacturer#2,Brand#22,LARGE BRUSHED TIN,6,WRAP JAR,1477.43,ely above
147508,sienna saddle honeydew moccasin gainsboro,Manufacturer#3,Brand#34,ECONOMY PLATED TIN,8,MED BOX,1555.5,usly-- slyly
147677,white navajo brown ghost green,Manufacturer#2,Brand#25,SMALL PLATED TIN,48,MED JAR,1724.67,tions haggle quickly
147700,pink blue lace lavender cornsilk,Manufacturer#2,Brand#22,ECONOMY BURNISHED STEEL,10,JUMBO BAG,1747.7,arls ca
147724,black coral tan midnight snow,Manufacturer#5,Brand#54,MEDIUM PLATED BRASS,13,MED JAR,1771.72, regula
147770,linen goldenrod dark thistle khaki,Manufacturer#4,Brand#41,SMALL PLATED BRASS,12,WRAP PKG,1817.77, blithely bold asym
147845,honeydew lace seashell turquoise floral,Manufacturer#4,Brand#42,ECONOMY BURNISHED BRASS,16,MED PACK,1892.84,ar requests use fur
148103,slate light gainsboro grey puff,Manufacturer#1,Brand#14,MEDIUM PLATED STEEL,22,SM PKG,1151.1,e deposits x-
148333,deep tomato spring lace drab,Manufacturer#5,Brand#54,ECONOMY BURNISHED STEEL,7,WRAP BOX,1381.33,pinto beans nag
148516,plum light blanched orange slate,Manufacturer#4,Brand#44,PROMO ANODIZED COPPER,8,WRAP BAG,1564.51,us packages wake qu
148591,antique moccasin lemon lime almond,Manufacturer#2,Brand#23,LARGE PLATED STEEL,20,WRAP CAN,1639.59,ngside of the slyly i
148609,beige purple green antique ivory,Manufacturer#5,Brand#52,STANDARD POLISHED TIN,41,JUMBO BOX,1657.6,ccording to 
138356,azure black linen lace salmon,Manufacturer#2,Brand#25,PROMO BURNISHED TIN,44,SM PACK,1394.35,into beans sleep qu
138436,thistle yellow chiffon rosy linen,Manufacturer#4,Brand#45,PROMO PLATED STEEL,40,MED PKG,1474.43,ounts detect
190852,papaya peach violet antique light,Manufacturer#3,Brand#33,SMALL BURNISHED TIN,14,JUMBO PACK,1942.85,odolit
190876,medium turquoise drab seashell tan,Manufacturer#1,Brand#15,LARGE PLATED TIN,8,JUMBO JAR,1966.87,its ha
138642,ivory deep gainsboro sandy midnight,Manufacturer#1,Brand#12,STANDARD POLISHED BRASS,46,WRAP CASE,1680.64,of the speci
191011,forest royal blush cornsilk frosted,Manufacturer#3,Brand#32,SMALL PLATED TIN,17,WRAP CAN,1102.01,regula
138729,seashell smoke blanched saddle burnished,Manufacturer#3,Brand#33,SMALL ANODIZED TIN,37,LG JAR,1767.72, accounts
138745,hot sky midnight dim floral,Manufacturer#2,Brand#24,STANDARD POLISHED BRASS,49,JUMBO DRUM,1783.74,its. silent deposi
138894,sky indian red chartreuse metallic,Manufacturer#2,Brand#21,PROMO POLISHED BRASS,18,SM JAR,1932.89,d packages. car
191144,forest lime midnight saddle powder,Manufacturer#1,Brand#14,STANDARD ANODIZED STEEL,48,SM BOX,1235.14,ajole car
191167,magenta burlywood dodger indian dark,Manufacturer#1,Brand#15,MEDIUM PLATED TIN,50,SM CASE,1258.16, wake b
138939,cyan olive medium chartreuse red,Manufacturer#4,Brand#42,LARGE ANODIZED COPPER,3,JUMBO BOX,1977.93,s wake 
138985,drab lavender orange navajo khaki,Manufacturer#2,Brand#23,LARGE BRUSHED COPPER,36,JUMBO PACK,2023.98,out th
191276,navajo thistle cornsilk floral honeydew,Manufacturer#2,Brand#21,MEDIUM PLATED TIN,5,SM CASE,1367.27,ickly regula
191311,blush blue lime blanched plum,Manufacturer#1,Brand#12,PROMO BURNISHED TIN,45,SM BAG,1402.31,"sual, even instr"
12294,frosted burnished dodger rose hot,Manufacturer#5,Brand#53,SMALL PLATED BRASS,43,JUMBO PKG,1206.29,"ilent, regul"
191369,royal dodger chartreuse burlywood smoke,Manufacturer#4,Brand#41,STANDARD BURNISHED TIN,48,JUMBO PACK,1460.36,ll cajole
139048,khaki smoke blush peru almond,Manufacturer#1,Brand#13,SMALL ANODIZED TIN,38,JUMBO BAG,1087.04,er slyly express dolph
139106,deep ghost brown olive firebrick,Manufacturer#4,Brand#43,SMALL POLISHED BRASS,31,WRAP CAN,1145.1,into b
12383,aquamarine ivory orchid azure lemon,Manufacturer#1,Brand#12,ECONOMY BRUSHED TIN,41,MED DRUM,1295.38,regular grou
12406,violet beige burnished orchid floral,Manufacturer#5,Brand#52,SMALL POLISHED BRASS,49,WRAP PKG,1318.4,t the s
191601,cyan red steel puff dim,Manufacturer#2,Brand#24,MEDIUM BRUSHED BRASS,32,JUMBO BOX,1692.6,"inal, regular reques"
191606,beige chiffon blanched lemon azure,Manufacturer#1,Brand#12,ECONOMY POLISHED STEEL,32,JUMBO PKG,1697.6,der. slyly unusua
191771,blue coral peru medium papaya,Manufacturer#4,Brand#41,ECONOMY ANODIZED NICKEL,28,SM JAR,1862.77,"sts. regular, expr"
191791,deep slate honeydew aquamarine red,Manufacturer#1,Brand#11,MEDIUM POLISHED BRASS,26,SM CASE,1882.79,ing accounts cajole 
191848,deep wheat metallic navajo yellow,Manufacturer#2,Brand#25,LARGE BURNISHED TIN,15,WRAP DRUM,1939.84, the furiously expr
139286,bisque hot sky powder puff,Manufacturer#2,Brand#22,ECONOMY BRUSHED BRASS,3,JUMBO JAR,1325.28, above the ca
191929,honeydew black ivory seashell royal,Manufacturer#2,Brand#21,STANDARD BRUSHED COPPER,21,JUMBO JAR,2020.92,ns nag
191976,plum grey slate spring frosted,Manufacturer#4,Brand#44,MEDIUM BRUSHED TIN,27,MED BAG,2067.97,onic p
12643,seashell grey puff rose blush,Manufacturer#3,Brand#31,PROMO PLATED COPPER,39,SM CAN,1555.64,slyly across 
192054,light pink indian cream sky,Manufacturer#3,Brand#32,MEDIUM BRUSHED TIN,23,JUMBO PACK,1146.05,efully regular req
192142,magenta spring blue cornsilk sandy,Manufacturer#1,Brand#11,MEDIUM BRUSHED NICKEL,38,SM CAN,1234.14,regul
192199,antique goldenrod navajo sky mint,Manufacturer#3,Brand#34,MEDIUM ANODIZED COPPER,17,LG BOX,1291.19,odolites. packages r
192241,olive cornsilk cream thistle drab,Manufacturer#4,Brand#43,STANDARD BRUSHED TIN,19,LG PACK,1333.24,ly. accounts among th
139516,drab green blush khaki saddle,Manufacturer#3,Brand#33,LARGE PLATED COPPER,10,JUMBO CAN,1555.51,ideas affix
192446,royal turquoise misty burlywood plum,Manufacturer#1,Brand#12,ECONOMY ANODIZED BRASS,38,MED DRUM,1538.44,ckly ironic theodoli
192459,sky magenta light dodger midnight,Manufacturer#2,Brand#21,PROMO PLATED STEEL,9,LG BOX,1551.45,ke quickly 
12954,chiffon misty brown cornflower metallic,Manufacturer#3,Brand#32,LARGE BRUSHED TIN,2,LG BOX,1866.95,s sleep furious
12959,seashell white slate magenta dodger,Manufacturer#2,Brand#21,SMALL BURNISHED TIN,12,SM BAG,1871.95,nts. ironic
192583,lace indian ghost brown navajo,Manufacturer#5,Brand#54,SMALL PLATED NICKEL,46,LG BOX,1675.58,slyly re
13070,navy chiffon seashell cornsilk red,Manufacturer#4,Brand#45,PROMO BRUSHED TIN,6,WRAP CASE,983.07,ly fina
192820,rosy medium lace sky wheat,Manufacturer#4,Brand#44,PROMO BURNISHED COPPER,6,LG CASE,1912.82, carefully 
13191,coral salmon steel medium dark,Manufacturer#5,Brand#51,LARGE BRUSHED COPPER,4,SM BAG,1104.19,sily quickly regular 
139833,spring snow misty sandy sienna,Manufacturer#1,Brand#12,ECONOMY BURNISHED TIN,8,LG DRUM,1872.83,ing to
139849,misty light mint sandy firebrick,Manufacturer#3,Brand#31,STANDARD PLATED TIN,39,LG BOX,1888.84,es; car
193117,burlywood floral navajo light royal,Manufacturer#2,Brand#21,LARGE ANODIZED STEEL,35,SM BOX,1210.11, ironic
13268,firebrick azure white dodger forest,Manufacturer#4,Brand#45,LARGE ANODIZED BRASS,48,JUMBO PKG,1181.26,its. fluffi
193228,grey olive cyan cornflower purple,Manufacturer#5,Brand#53,STANDARD PLATED NICKEL,40,WRAP BAG,1321.22,ts boost. bol
193312,gainsboro lemon sienna cream dim,Manufacturer#2,Brand#25,SMALL BURNISHED BRASS,49,LG JAR,1405.31,gular packages use 
139912,mint blush cyan steel peru,Manufacturer#2,Brand#25,PROMO POLISHED BRASS,49,MED JAR,1951.91, carefully final instr
193390,ivory plum cornsilk magenta brown,Manufacturer#2,Brand#21,SMALL ANODIZED TIN,40,SM BOX,1483.39,s the even d
13353,turquoise frosted chocolate pink sienna,Manufacturer#1,Brand#14,SMALL ANODIZED COPPER,8,LG CAN,1266.35,e furiously
193555,light white red purple snow,Manufacturer#4,Brand#42,PROMO BURNISHED TIN,31,MED BAG,1648.55,c packag
193590,chartreuse almond powder saddle magenta,Manufacturer#4,Brand#45,PROMO PLATED TIN,41,WRAP PKG,1683.59,boost
193623,cornsilk drab dim violet olive,Manufacturer#2,Brand#25,LARGE ANODIZED TIN,10,MED BAG,1716.62,lly ironic accounts
193633,blush turquoise blanched magenta steel,Manufacturer#2,Brand#21,SMALL PLATED STEEL,12,MED CASE,1726.63, nag carefu
193726,sky ghost indian spring saddle,Manufacturer#3,Brand#32,LARGE POLISHED NICKEL,43,LG BAG,1819.72,"ar, ironi"
193762,frosted lace peru rosy navajo,Manufacturer#4,Brand#44,ECONOMY POLISHED TIN,35,LG CASE,1855.76,ackages cajole.
13621,blanched orange white maroon cornflower,Manufacturer#2,Brand#21,PROMO BURNISHED STEEL,31,JUMBO PKG,1534.62,of the furiously f
13772,lime goldenrod yellow cyan orange,Manufacturer#4,Brand#41,MEDIUM PLATED STEEL,21,SM DRUM,1685.77,ges cajole rut
13858,hot khaki deep seashell wheat,Manufacturer#2,Brand#24,PROMO POLISHED STEEL,23,WRAP DRUM,1771.85,erns. slyly e
13866,blue rosy moccasin puff magenta,Manufacturer#4,Brand#44,SMALL BRUSHED COPPER,10,MED PACK,1779.86,g carefully accordi
193992,olive smoke goldenrod pink violet,Manufacturer#3,Brand#33,ECONOMY ANODIZED BRASS,19,WRAP PACK,2085.99,riously idle foxes
194067,pink floral seashell cornflower chartreuse,Manufacturer#2,Brand#21,PROMO POLISHED COPPER,33,SM CASE,1161.06,arefully 
194090,papaya white sienna linen hot,Manufacturer#5,Brand#51,ECONOMY BRUSHED STEEL,24,SM BOX,1184.09,iously f
13988,hot orange goldenrod beige pale,Manufacturer#4,Brand#43,MEDIUM ANODIZED STEEL,8,MED BOX,1901.98,ly final notornis imp
14043,blue saddle maroon moccasin azure,Manufacturer#5,Brand#55,MEDIUM PLATED COPPER,29,WRAP JAR,957.04,odolites grow quickly
194241,royal dodger brown slate seashell,Manufacturer#5,Brand#51,STANDARD BRUSHED BRASS,1,SM DRUM,1335.24,ithely among the blith
14122,orange coral royal lace misty,Manufacturer#2,Brand#24,PROMO BURNISHED BRASS,30,WRAP BAG,1036.12,gside of th
14209,salmon cyan sky midnight violet,Manufacturer#1,Brand#11,PROMO ANODIZED NICKEL,20,JUMBO CAN,1123.2,requests wake fur
194338,antique tomato forest magenta gainsboro,Manufacturer#1,Brand#12,STANDARD BRUSHED STEEL,8,SM CAN,1432.33,thely. carefully sil
14360,orchid slate burlywood turquoise olive,Manufacturer#3,Brand#31,LARGE POLISHED BRASS,8,MED DRUM,1274.36,silent requests b
194726,ivory burnished powder sandy dim,Manufacturer#4,Brand#41,MEDIUM ANODIZED STEEL,20,MED JAR,1820.72,. carefully 
194747,midnight wheat lime blush gainsboro,Manufacturer#5,Brand#53,ECONOMY POLISHED COPPER,28,SM CAN,1841.74,ss requ
14617,gainsboro linen drab purple saddle,Manufacturer#1,Brand#15,SMALL BURNISHED BRASS,12,MED CASE,1531.61,n requests. 
194839,drab firebrick almond antique wheat,Manufacturer#4,Brand#42,SMALL BRUSHED COPPER,9,WRAP JAR,1933.83,s. ca
14717,white maroon dark dodger steel,Manufacturer#2,Brand#25,MEDIUM ANODIZED BRASS,5,LG BAG,1631.71,s accordin
195003,frosted snow beige salmon lemon,Manufacturer#2,Brand#25,LARGE ANODIZED COPPER,15,LG JAR,1098,courts slee
195071,lemon maroon beige drab linen,Manufacturer#4,Brand#43,PROMO PLATED NICKEL,13,LG CASE,1166.07,phins s
14914,dark peach drab cyan cornsilk,Manufacturer#5,Brand#55,PROMO PLATED TIN,13,WRAP CAN,1828.91,"s. bold, bold requ"
14926,black seashell hot puff purple,Manufacturer#2,Brand#21,LARGE PLATED BRASS,31,SM BAG,1840.92,ronic foxes use furio
14967,honeydew peach red lemon pale,Manufacturer#5,Brand#51,STANDARD PLATED COPPER,17,MED CASE,1881.96,e furiously unusual p
15055,deep maroon khaki medium brown,Manufacturer#2,Brand#25,MEDIUM ANODIZED COPPER,43,WRAP CASE,970.05, final ideas. sly
15075,slate cyan dark salmon sky,Manufacturer#4,Brand#44,PROMO BURNISHED STEEL,35,LG BOX,990.07,ular accounts use af
15105,rosy cream lace papaya pale,Manufacturer#1,Brand#11,SMALL ANODIZED NICKEL,3,WRAP CAN,1020.1,y regular dependencie
195387,smoke grey beige navy slate,Manufacturer#1,Brand#14,PROMO BURNISHED COPPER,39,JUMBO BAG,1482.38, quickly bold excuses.
15292,plum misty navy rose green,Manufacturer#5,Brand#51,PROMO ANODIZED TIN,13,JUMBO CAN,1207.29,ully. fu
195495,tan red grey maroon salmon,Manufacturer#5,Brand#54,SMALL BRUSHED BRASS,7,WRAP CAN,1590.49, the ideas. bo
15318,goldenrod khaki firebrick salmon orange,Manufacturer#4,Brand#43,ECONOMY BRUSHED TIN,28,SM CASE,1233.31, final packages
195561,tan yellow rosy plum cornsilk,Manufacturer#5,Brand#53,PROMO POLISHED TIN,14,WRAP BAG,1656.56,ly carefully ironic re
15424,pale saddle peru cornsilk rose,Manufacturer#5,Brand#51,STANDARD BRUSHED NICKEL,38,WRAP PKG,1339.42, theodolit
15526,purple khaki smoke cyan ivory,Manufacturer#1,Brand#14,LARGE BURNISHED COPPER,24,JUMBO BOX,1441.52,pinto beans nag blit
195827,lime indian slate lace sienna,Manufacturer#4,Brand#45,ECONOMY BRUSHED STEEL,18,SM PACK,1922.82,he final asymptot
15679,tomato antique blanched frosted blush,Manufacturer#2,Brand#22,LARGE BRUSHED NICKEL,30,LG BOX,1594.67,ironic packag
15683,chiffon frosted peach grey powder,Manufacturer#5,Brand#52,STANDARD BRUSHED NICKEL,11,WRAP DRUM,1598.68, dolphin
15699,cornsilk rose tan coral white,Manufacturer#3,Brand#33,PROMO BURNISHED NICKEL,6,MED CASE,1614.69,n requests! slow 
195867,rose tomato chiffon blanched lawn,Manufacturer#4,Brand#41,ECONOMY POLISHED TIN,49,MED BOX,1962.86, quick reque
195932,grey dim chocolate khaki mint,Manufacturer#1,Brand#13,PROMO BURNISHED TIN,44,SM JAR,2027.93,ep doggedly
15819,royal firebrick lace green brown,Manufacturer#5,Brand#51,ECONOMY BRUSHED NICKEL,8,MED PACK,1734.81,ounts i
196018,goldenrod azure smoke dim turquoise,Manufacturer#4,Brand#44,PROMO ANODIZED STEEL,36,MED PACK,1114.01,about the furiously p
15994,rose puff cornflower tan red,Manufacturer#4,Brand#43,PROMO BURNISHED COPPER,25,JUMBO BAG,1909.99,. blith
16024,forest purple navajo lavender misty,Manufacturer#3,Brand#35,ECONOMY ANODIZED BRASS,16,LG JAR,940.02,xes sle
196333,smoke tomato seashell blush lace,Manufacturer#5,Brand#54,STANDARD BRUSHED TIN,7,LG BOX,1429.33,hely abo
196386,indian ivory navajo orchid olive,Manufacturer#3,Brand#33,MEDIUM BURNISHED COPPER,44,SM PACK,1482.38,. unusual mu
196409,bisque chocolate peru ivory red,Manufacturer#4,Brand#41,ECONOMY ANODIZED BRASS,19,MED BAG,1505.4,"nic, final deposits "
16294,ivory blue blanched bisque sandy,Manufacturer#5,Brand#51,STANDARD BRUSHED BRASS,34,WRAP DRUM,1210.29,cial requests mold 
16356,orange black dim blush lace,Manufacturer#3,Brand#32,ECONOMY PLATED NICKEL,28,MED DRUM,1272.35,es boost.
16357,midnight turquoise violet peach wheat,Manufacturer#1,Brand#12,MEDIUM POLISHED STEEL,34,JUMBO JAR,1273.35,pending accounts mu
16480,lemon turquoise powder seashell black,Manufacturer#2,Brand#24,LARGE ANODIZED TIN,7,WRAP CAN,1396.48, slyly 
196612,papaya lemon peru green lace,Manufacturer#2,Brand#23,PROMO ANODIZED TIN,36,JUMBO BAG,1708.61,press
196737,peach sienna navy saddle spring,Manufacturer#4,Brand#45,ECONOMY BURNISHED COPPER,27,MED CASE,1833.73,ide o
196817,sandy azure beige khaki white,Manufacturer#2,Brand#22,MEDIUM ANODIZED BRASS,15,WRAP PKG,1913.81,s: doggedly pending ac
16658,purple peru aquamarine rosy blue,Manufacturer#1,Brand#11,SMALL ANODIZED NICKEL,39,LG PKG,1574.65, requests. unusual 
16670,moccasin mint white linen blush,Manufacturer#1,Brand#15,SMALL POLISHED COPPER,9,JUMBO PACK,1586.67,l packages cajole; pen
196839,metallic grey yellow peach deep,Manufacturer#3,Brand#32,ECONOMY ANODIZED NICKEL,50,WRAP PACK,1935.83,reques
16729,cream beige blush olive maroon,Manufacturer#4,Brand#41,SMALL BURNISHED STEEL,47,WRAP BAG,1645.72,across the caref
16833,tan chiffon aquamarine ivory violet,Manufacturer#4,Brand#44,STANDARD BRUSHED TIN,12,LG DRUM,1749.83,ful platelets.
196979,frosted burnished salmon metallic deep,Manufacturer#1,Brand#15,SMALL ANODIZED TIN,47,MED PACK,2075.97,l platelets. care
16838,blue lawn blanched floral light,Manufacturer#4,Brand#43,LARGE BURNISHED TIN,30,WRAP BAG,1754.83,e carefully regular 
16905,antique lemon lavender goldenrod misty,Manufacturer#2,Brand#22,LARGE BURNISHED NICKEL,4,WRAP DRUM,1821.9,s wake furiously even 
197091,bisque honeydew navajo moccasin chocolate,Manufacturer#1,Brand#15,PROMO BRUSHED STEEL,32,WRAP BOX,1188.09,after the pinto
197104,lace linen beige cream maroon,Manufacturer#4,Brand#42,MEDIUM POLISHED NICKEL,47,LG JAR,1201.1,osits dazz
17052,moccasin aquamarine orchid royal steel,Manufacturer#2,Brand#23,STANDARD ANODIZED COPPER,34,MED JAR,969.05, players 
197165,snow frosted aquamarine lavender sandy,Manufacturer#4,Brand#43,PROMO BURNISHED BRASS,32,JUMBO PKG,1262.16,l dep
197169,blue navajo burlywood sky deep,Manufacturer#5,Brand#52,ECONOMY PLATED STEEL,40,SM JAR,1266.16,carefully u
17155,midnight sandy lavender peach saddle,Manufacturer#3,Brand#33,LARGE BURNISHED STEEL,25,WRAP BOX,1072.15,ng to t
197292,frosted goldenrod orchid tan cornsilk,Manufacturer#3,Brand#34,STANDARD POLISHED NICKEL,11,WRAP JAR,1389.29,iously. expr
17188,salmon burnished rose red saddle,Manufacturer#1,Brand#12,SMALL ANODIZED NICKEL,18,MED JAR,1105.18,ickly ironic 
17223,brown chartreuse cornsilk white steel,Manufacturer#1,Brand#12,LARGE BURNISHED COPPER,4,SM JAR,1140.22, among the final id
197383,cornflower medium saddle pale forest,Manufacturer#4,Brand#44,PROMO PLATED BRASS,40,SM CASE,1480.38,"l, fl"
197482,lace cream orange metallic violet,Manufacturer#5,Brand#52,MEDIUM POLISHED COPPER,43,MED DRUM,1579.48,r deposits use
17528,peach red bisque ghost magenta,Manufacturer#2,Brand#25,LARGE POLISHED STEEL,4,WRAP CAN,1445.52,y pending a
17575,indian lemon smoke dodger pale,Manufacturer#3,Brand#34,PROMO POLISHED STEEL,15,WRAP JAR,1492.57,oss the quickly r
17579,black papaya orchid grey lavender,Manufacturer#3,Brand#32,SMALL POLISHED TIN,36,MED JAR,1496.57,into beans.
